id,justification,Category
9032,The car has left the highway and is moving onto an exit lane,road condition:availability:exit
9366,because the car is turning left.,ego car driving intention: vehicle lateral activity:turning
8585,as traffic in front of it moves slowly.,interaction with other road users:traffic:moving forward:slowly
13988,since the road is clear to turn.,road condition:availability:clear road&ego car driving intention: vehicle lateral activity:turning
2358,Because the car was in the exit lane and wanted to get back onto the highway.,road condition:availability:exit
16250,as it nears a road,unclassified
15935,as pedestrians cross and cars pass through the intersection.,interaction with other road users:pedestrians and cyclists: crossing
411,The car is preparing to make a right hand turn at the upcoming intersection.,ego car driving intention: vehicle lateral activity:turning
6373,as the right lane is open.,unclassified
15644,at a stop sign.,traffic conditions:traffic sign:stop sign
14330,as it continues down the street,ego car driving intention: vehicle longitudinal activity:driving forward
2561,It changes lanes to get out from behind the turning car and slowed traffic.,ego car driving intention: vehicle lateral activity:changing lane
5996,since the road is clear.,road condition:availability:clear road
1034,The car drives forward through a light because it is green.,traffic conditions:traffic light:green light
1736,because there is room between it and the next vehicle.,unclassified
6968,because there are no cars impeding its speed.,road condition:availability:clear road
14709,because the road is clear.,road condition:availability:clear road
8921,because the road is clear.,road condition:availability:clear road
8886,because there is a car in front stopped at a red light.,traffic conditions:traffic light:red light
9060,as the light is red and pedestrians are crossing the street.,interaction with other road users:pedestrians and cyclists: crossing&traffic conditions:traffic light:red light
10570,because it's turning to the left,ego car driving intention: vehicle lateral activity:turning
16124,because it is going over a speed bump.,road condition:speed regulations:speed bump
4739,since the lane is clear.,road condition:availability:clear road
4869,since the light has turned green,traffic conditions:traffic light:green light
1993,because traffic is stopped ahead,interaction with other road users:traffic:stop
11871,because there's a stop sign.,traffic conditions:traffic sign:stop sign
8051,since the light has turned green,traffic conditions:traffic light:green light
9990,because the streetlight is yellow.,traffic conditions:traffic light:red light
16199,since the road changes.,unclassified
14172,to get closer to the car in front.,unclassified
8033,as the light changes to green.,traffic conditions:traffic light:green light
14069,because the road ahead is clear.,road condition:availability:clear road
558,because the light turns green.,traffic conditions:traffic light:green light
4464,once it is in the left lane,unclassified
10808,because it is merging onto the highway.,ego car driving intention: vehicle longitudinal activity:merging
808,because the light turned green.,traffic conditions:traffic light:green light
981,because the light is red.,traffic conditions:traffic light:red light
11579,because it's turning to the right.,ego car driving intention: vehicle lateral activity:turning
5752,To allow the opposing traffic more space to get around the UPS truck stopped in the street.,ego car driving intention: vehicle longitudinal activity:passing&interaction with other road users:lead vehicle:stop
4493,as it passes a car that is making a left turn,ego car driving intention: vehicle longitudinal activity:passing
5205,because the light is red and people are crossing the street.,interaction with other road users:pedestrians and cyclists: crossing&traffic conditions:traffic light:red light
10726,as the street is clear to turn.,ego car driving intention: vehicle lateral activity:turning&road condition:availability:clear road
8792,because the traffic light is green and the street ahead is clear.,road condition:availability:clear road&traffic conditions:traffic light:green light
10635,because traffic is clear.,interaction with other road users:traffic:light&road condition:availability:clear road
12058,as the light ahead is turning yellow to red.,traffic conditions:traffic light:red light
7550,at the red light.,traffic conditions:traffic light:red light
8048,as the traffic is inching forward.,interaction with other road users:traffic:accelerating
7095,since the light has turned green,traffic conditions:traffic light:green light
1100,to make the left turn.,ego car driving intention: vehicle lateral activity:turning
4569,as to move back to the correct side of the road,unclassified
7756,while the driver of the car that was almost hit is impeding their path.,No Label
11559,since the road ahead is clear,road condition:availability:clear road
809,because there is no nearby traffic.,road condition:availability:clear road
9751,because the path is clear.,road condition:availability:clear road
4720,because there is a car stopped ahead in the right lane,interaction with other road users:lead vehicle:stop
10458,because there is a van entering the roadway.,unclassified
5794,because the light is green and there are no cars immediately in front of it.,traffic conditions:traffic light:green light&road condition:availability:clear road
8701,because the light turns green and the intersection is clear.,road condition:availability:clear road&traffic conditions:traffic light:green light
1716,due to a stopped vehicle partially in its lane.,interaction with other road users:lead vehicle:stop
8813,because there are no nearby cars in that lane.,road condition:availability:clear road
10828,as traffic begins to move forward.,interaction with other road users:traffic:moving forward:normally
323,because the road is clear.,road condition:availability:clear road
7061,Driver removes camera,unclassified
4368,because the light is red.,traffic conditions:traffic light:red light
11415,because traffic is moving at a steady speed.,interaction with other road users:traffic:moving forward:normally
13811,as traffic in front of it moves freely.,interaction with other road users:traffic:moving forward:normally
11910,as there is a car stopped at an intersection in the lane ahead.,interaction with other road users:lead vehicle:stop
4232,because no traffic is blocking the way and the car can safely move forward.,road condition:availability:clear road
7727,There is a red light.,traffic conditions:traffic light:red light
12473,because there are no other cars on the road in the rain.,road condition:availability:clear road
4061,because its lane is free of traffic.,road condition:availability:clear road
13004,because it is stopped at a red light.,traffic conditions:traffic light:red light
14208,because the light turns green and the intersection is clear.,road condition:availability:clear road&traffic conditions:traffic light:green light
2884,because the light is red.,traffic conditions:traffic light:red light
3277,to merge into the right lane.,ego car driving intention: vehicle longitudinal activity:merging
12086,because the street is clear.,road condition:availability:clear road
4138,as traffic begins to move,interaction with other road users:traffic:moving forward:normally
5808,since there is enough clear space to make the turn before the next car approaches,road condition:availability:clear road
15026,because the car ahead is braking and slowing down.,interaction with other road users:lead vehicle:moving forward:slowly
10687,since it is in a clear lane now,road condition:availability:clear road
12644,as the road is clear.,road condition:availability:clear road
11742,since the light ahead turns red.,traffic conditions:traffic light:red light
1552,after the light turned red.,traffic conditions:traffic light:red light
5802,as it approaches a stop sign and a car merges into its lane.,traffic conditions:traffic sign:stop sign
13729,because the light is red and pedestrians are crossing the street.,interaction with other road users:pedestrians and cyclists: crossing&traffic conditions:traffic light:red light
5235,because traffic is moving more quickly in that lane.,interaction with other road users:traffic:moving forward:fast
1901,because the light is red.,traffic conditions:traffic light:red light
1830,because the light has turned green.,traffic conditions:traffic light:green light
11075,because the lane is empty.,road condition:availability:clear road
9429,as the light is red and pedestrians are crossing the road.,interaction with other road users:pedestrians and cyclists: crossing&traffic conditions:traffic light:red light
5125,because traffic ahead is moving slowly.,interaction with other road users:traffic:moving forward:slowly
11239,because the traffic light is red.,traffic conditions:traffic light:red light
14519,since the lane ahead is clear.,road condition:availability:clear road
14973,because the road is clear to turn.,ego car driving intention: vehicle lateral activity:turning
11682,since the road is curved,unclassified
8309,because the light is green.,traffic conditions:traffic light:green light
2889,because the light turned green.,traffic conditions:traffic light:green light
6293,as the lane ahead is clear.,road condition:availability:clear road
7405,because traffic ahead is stopped.,interaction with other road users:traffic:stop
4140,because it has passed the truck,ego car driving intention: vehicle longitudinal activity:passing
6987,as the lane ahead is clear.,road condition:availability:clear road
13010,because the traffic light is red,traffic conditions:traffic light:red light
12146,because it is parked on the side of the road.,ego car driving intention: vehicle longitudinal activity:park
10038,because the car is making a right hand turn.,ego car driving intention: vehicle lateral activity:turning
1720,as traffic in front of it speeds up.,interaction with other road users:lead vehicle:accelerating
4804,because the lane is clear,road condition:availability:clear road
4613,due to stopped traffic in front of it.,interaction with other road users:traffic:stop
13938,because the light turned green.,traffic conditions:traffic light:green light
3187,to keep up with traffic,unclassified
850,because the light is red.,traffic conditions:traffic light:red light
3309,as traffic in front of it slows.,interaction with other road users:traffic:moving forward:slowly
10200,because the road is clear.,road condition:availability:clear road
7515,The car is making a left hand turn.,ego car driving intention: vehicle lateral activity:turning
7834,because the car in front is moving ahead.,interaction with other road users:lead vehicle:moving forward:normally
15988,because the turn is clear but it is a residential street.,ego car driving intention: vehicle lateral activity:turning
7044,so that it can turn left.,ego car driving intention: vehicle lateral activity:turning
3088,There are no obstructions ahead of the car.,road condition:availability:clear road
11039,as the lane is clear ahead.,road condition:availability:clear road
2149,because the light is red,traffic conditions:traffic light:red light
9343,The traffic ahead of the car is beginning to move through the intersection,interaction with other road users:traffic:moving forward:normally
14600,because the light changed to red,traffic conditions:traffic light:red light
6191,as traffic in front of it moves slowly.,interaction with other road users:traffic:moving forward:slowly
1342,because traffic is clear.,interaction with other road users:traffic:light&road condition:availability:clear road
7454,because traffic is stopped on the road ahead of it.,interaction with other road users:traffic:stop
5977,due to stopped traffic in front of it.,interaction with other road users:traffic:stop
5138,as there are no nearby cars.,road condition:availability:clear road
12320,as the light is red.,traffic conditions:traffic light:red light
12837,because the driver is parked.,ego car driving intention: vehicle longitudinal activity:park
2941,There are no obstructions preventing the car from travelling down the road.,road condition:availability:clear road
6472,as traffic ahead is moving steadily.,interaction with other road users:traffic:moving forward:normally
12515,because the road is clear of traffic.,road condition:availability:clear road
5373,since the road is clear,road condition:availability:clear road
11805,because traffic has stopped.,interaction with other road users:traffic:stop
3936,because the light is green.,traffic conditions:traffic light:green light
1707,as traffic is moving forward.,interaction with other road users:traffic:moving forward:normally
3821,because traffic is moving forward then comes to a stop.,interaction with other road users:traffic:stop
2413,because the light is green.,traffic conditions:traffic light:green light
670,to straighten itself relative to the curb.,unclassified
10508,As the traffic light remains red and it continues to wait at the light.,traffic conditions:traffic light:red light
7453,because the road is clear of traffic.,road condition:availability:clear road
9669,because there are no cars ahead of it.,road condition:availability:clear road
10695,because it is parked on the right side of the road.,ego car driving intention: vehicle longitudinal activity:park
11219,Because it has come out of the right turn and is now going straight with no traffic in front of it and the traffic light is green.,road condition:availability:clear road&traffic conditions:traffic light:green light
15350,because the traffic light ahead turned green and the roads are wet.,traffic conditions:traffic light:green light
14716,because the road is clear to turn.,ego car driving intention: vehicle lateral activity:turning
2868,because the light is green and its lane is free of impeding traffic.,traffic conditions:traffic light:green light&road condition:availability:clear road
15255,because it is stopped at a red light.,traffic conditions:traffic light:red light
7135,as the street is clear.,road condition:availability:clear road
276,to make a right turn.,ego car driving intention: vehicle lateral activity:turning
14643,as it approaches traffic on the road ahead.,unclassified
4838,as traffic ahead is slow and the road is slick from rain,No Label
11622,because the street is clear and no vehicles in sight.,road condition:availability:clear road
4719,because the light turns green.,traffic conditions:traffic light:green light
16156,since traffic on the road is moving normally.,interaction with other road users:traffic:moving forward:normally
4129,because there is a stop sign,traffic conditions:traffic sign:stop sign
7483,because the car is parked on the right side of the road.,ego car driving intention: vehicle longitudinal activity:park
4,because traffic is clear.,interaction with other road users:traffic:light&road condition:availability:clear road
13416,as it approaches a stop sign at an intersection.,traffic conditions:traffic sign:stop sign
13089,as there is an open area between it and the car in front.,unclassified
2748,because the lane is clear.,road condition:availability:clear road
6569,because the traffic light is red,traffic conditions:traffic light:red light
7959,as a vehicle pulls out in front of it.,unclassified
290,because traffic is stopped at a red light.,interaction with other road users:traffic:stop&traffic conditions:traffic light:red light
2235,due to a gap in the traffic.,unclassified
7576,because their is a stop sign.,traffic conditions:traffic sign:stop sign
7181,Because it is parked in a parking lot.,ego car driving intention: vehicle longitudinal activity:park
1683,because it is a school zone and there are speed bumps.,road condition:speed regulations:speed bump
14507,because there are no nearby cars in its lane.,road condition:availability:clear road
3975,because no traffic is blocking the way and the car can safely move forward.,road condition:availability:clear road
2660,because it is the car's turn to go.,unclassified
8149,because there is slower moving traffic in its lane and the right lane has no traffic nearby.,road condition:availability:clear road
7968,The car was getting ready to go but stopped to let another car pass ahead of it and make a right hand turn.,ego car driving intention: vehicle lateral activity:turning
2891,to get in front of the car to the left.,unclassified
4678,because the intersection is clear.,road condition:availability:clear road
6073,because the light ahead turned red.,traffic conditions:traffic light:red light
4259,because traffic is moving forward.,interaction with other road users:traffic:moving forward:normally
12660,to keep up with traffic,unclassified
11787,as the light changes to green.,traffic conditions:traffic light:green light
9405,because there is a car in front that has stopped and the car can't get into the right lane yet.,interaction with other road users:lead vehicle:stop
10300,because the car in front of it has moved forward.,interaction with other road users:lead vehicle:moving forward:normally
12468,because traffic is braking,interaction with other road users:traffic:decelerating
2787,due to clear traffic conditions.,road condition:availability:clear road
5489,because traffic in front has stopped and a pedestrian is crossing,interaction with other road users:traffic:stop
10672,because it is moving with traffic.,interaction with other road users:traffic:moving forward:normally
7418,as the road curves,unclassified
2896,to make a right turn.,ego car driving intention: vehicle lateral activity:turning
10806,because it is parked on the side of the road and it is not even clear whether a driver sits behind the wheel.,ego car driving intention: vehicle longitudinal activity:park
12802,because the street is clear.,road condition:availability:clear road
11376,as the light is red.,traffic conditions:traffic light:red light
451,for a stop sign.,traffic conditions:traffic sign:stop sign
15970,since the light is red,traffic conditions:traffic light:red light
11091,as traffic ahead is stopped.,interaction with other road users:traffic:stop
1790,because the lane is clear.,road condition:availability:clear road
3947,because traffic ahead has stopped.,interaction with other road users:traffic:stop
9362,to prepare to merge onto the road.,ego car driving intention: vehicle longitudinal activity:merging
12474,to prepare to park.,ego car driving intention: vehicle longitudinal activity:park
6327,because the light is green but the car in front of it is driving slowly to make a right hand turn.,traffic conditions:traffic light:green light
3468,because the traffic light is red,traffic conditions:traffic light:red light
6389,as the road is clear.,road condition:availability:clear road
11085,onto the street.,unclassified
12166,as it is pulling into a parking spot,ego car driving intention: vehicle longitudinal activity:park
5166,because the light is red.,traffic conditions:traffic light:red light
15822,as it comes up on an intersection,unclassified
8267,The path is clear.,road condition:availability:clear road
5293,because the road is clear of traffic.,road condition:availability:clear road
11603,as the vehicle ahead of it is stopped and there is a red light.,interaction with other road users:lead vehicle:stop&traffic conditions:traffic light:red light
10506,Because it continues going straight with no cars ahead of it.,road condition:availability:clear road
6461,because traffic is not moving.,interaction with other road users:traffic:stop
11757,because traffic all around is moving slowly.,interaction with other road users:traffic:moving forward:slowly
15658,because there was a sequence of green lights.,traffic conditions:traffic light:green light
2116,because there is a pedestrian crossing the street at a crosswalk.,interaction with other road users:pedestrians and cyclists: crossing
13082,as the street is clear to turn.,ego car driving intention: vehicle lateral activity:turning&road condition:availability:clear road
430,because traffic begins to move.,interaction with other road users:traffic:moving forward:normally
8805,because there is a car stopped ahead and the traffic light is red.,interaction with other road users:lead vehicle:stop&traffic conditions:traffic light:red light
769,because the car in front of it is stopped.,interaction with other road users:lead vehicle:stop
14829,because it approached a stop sign.,traffic conditions:traffic sign:stop sign
2134,to make a right turn.,ego car driving intention: vehicle lateral activity:turning
1122,The car has completed its turn and traffic ahead of the car is moving slowly.,interaction with other road users:traffic:moving forward:slowly
3291,due to stopped traffic in front of it.,interaction with other road users:traffic:stop
11645,because the car in front has stopped.,interaction with other road users:lead vehicle:stop
10020,because there are no other cars on the road.,road condition:availability:clear road
8804,because the road is clear.,road condition:availability:clear road
3874,because the lane ahead is clear.,road condition:availability:clear road
335,The left turn light has changed to green.,traffic conditions:traffic light:green light
14668,because traffic is moving forward at a steady pace.,interaction with other road users:traffic:moving forward:normally
3669,because traffic has begun moving forward.,interaction with other road users:traffic:moving forward:normally
8250,since there is no traffic,road condition:availability:clear road
5537,because the light is red.,traffic conditions:traffic light:red light
11056,because the light has turned green but people are still crossing the crosswalk.,traffic conditions:traffic light:green light
11482,as the road joins other lanes,unclassified&ego car driving intention: vehicle lateral activity:enter another road
2822,because it's taking a curved on ramp.,unclassified
11739,since the traffic light is red.,traffic conditions:traffic light:red light
633,The light still has not changed.,unclassified
3046,Traffic ahead of the car is moving slowly through an intersection,interaction with other road users:traffic:moving forward:slowly
4875,because traffic is clear,interaction with other road users:traffic:light&road condition:availability:clear road
5230,because the light is red.,traffic conditions:traffic light:red light
2979,because it's pulling around another car.,ego car driving intention: vehicle longitudinal activity:passing
13222,because the road is clear.,road condition:availability:clear road
1764,due to traffic in front of it braking.,No Label
10680,as it gets closer to the van in front of it,unclassified
10846,Because there are cars in front of it stopped.,interaction with other road users:traffic:stop
2898,to make a left turn.,ego car driving intention: vehicle lateral activity:turning
6524,since traffic is clear,interaction with other road users:traffic:light&road condition:availability:clear road
8970,because the car is pulling into a gas station.,unclassified
2649,to park.,ego car driving intention: vehicle longitudinal activity:park
15492,while riding down the street,ego car driving intention: vehicle longitudinal activity:driving forward
15569,because a turning car up ahead is stalling the rest of the cars.,interaction with other road users:lead vehicle:stop
15531,because the light has changed to green and cars are moving.,traffic conditions:traffic light:green light
14605,because traffic is moving forward.,interaction with other road users:traffic:moving forward:normally
9226,because is going across the street.,unclassified
2622,since the light has turned green,traffic conditions:traffic light:green light
8410,since the road is clear.,road condition:availability:clear road
10364,because the light turned green,traffic conditions:traffic light:green light
16189,because a car in the next lane almost hits it.,unclassified
9387,to avoid hitting two pedestrians that almost walked out into the street.,interaction with other road users:pedestrians and cyclists: crossing
12410,because the driver has parked,ego car driving intention: vehicle longitudinal activity:park
9877,because the car is parked on the side of the road.,ego car driving intention: vehicle longitudinal activity:park
1927,because the light is red.,traffic conditions:traffic light:red light
3230,because the road is clear.,road condition:availability:clear road
3733,Because the light for his lane is red and other cars are crossing the intersection.,traffic conditions:traffic light:red light
7751,as traffic in front of it accelerates.,interaction with other road users:traffic:accelerating
4799,Because the traffic light has turned yellow and the car is trying to beat the light before it turns red as it makes a left turn onto a different street.,traffic conditions:traffic light:red light
9439,as the light is red.,traffic conditions:traffic light:red light
2169,because the car in front has slowed.,interaction with other road users:lead vehicle:moving forward:slowly
9886,as the street is clear.,road condition:availability:clear road
14767,as it waits for pedestrians to cross,interaction with other road users:pedestrians and cyclists: crossing
2402,due to a vehicle in front of it turning left.,ego car driving intention: vehicle lateral activity:turning
15688,because the car in front slows to pull into a parking spot.,ego car driving intention: vehicle longitudinal activity:park
13146,because it's turning right.,ego car driving intention: vehicle lateral activity:turning
2007,because the lane is clear.,road condition:availability:clear road
9977,because the light is red.,traffic conditions:traffic light:red light
14998,to go around a stopped car.,interaction with other road users:lead vehicle:stop&ego car driving intention: vehicle longitudinal activity:passing
8310,due to the traffic in front of it traveling at a normal speed.,interaction with other road users:traffic:moving forward:normally
741,The light controlling the intersection is red.,traffic conditions:traffic light:red light
4914,because there is a stop sign but no traffic.,traffic conditions:traffic sign:stop sign
10415,Because the left lane is clear and it is trying to go around traffic ahead of it that is moving slow.,ego car driving intention: vehicle longitudinal activity:passing
13430,since there is an open area to park.,ego car driving intention: vehicle longitudinal activity:park
14971,as the street is clear.,road condition:availability:clear road
7760,because the road is now clear.,road condition:availability:clear road
1143,because it is parking,ego car driving intention: vehicle longitudinal activity:park
10167,because it's at a stop sign.,traffic conditions:traffic sign:stop sign
8119,as the road is now straight again,unclassified
4236,to get around slow moving traffic,interaction with other road users:traffic:moving forward:slowly&ego car driving intention: vehicle longitudinal activity:passing
6379,as the lights turn green in front of it.,traffic conditions:traffic light:green light
943,The car has come to an intersection with a red light.,traffic conditions:traffic light:red light
10330,because there is a stop sign,traffic conditions:traffic sign:stop sign
9882,because the street is empty.,road condition:availability:clear road
5226,because no traffic is blocking the way and the car can safely move forward.,road condition:availability:clear road
3528,because a car is blocking the way and they are going around.,interaction with other road users:lead vehicle:stop&ego car driving intention: vehicle longitudinal activity:passing
14978,since it is stopped at a red light waiting to turn right.,traffic conditions:traffic light:red light
11927,because traffic is clear,interaction with other road users:traffic:light&road condition:availability:clear road
11385,because it is in a left turn only lane,ego car driving intention: vehicle lateral activity:turning
6348,The car is turning left onto another street.,ego car driving intention: vehicle lateral activity:turning
2608,for an unknown reason.,unclassified
12161,because the light turned green.,traffic conditions:traffic light:green light
13207,because the light is green and the intersection is clear.,traffic conditions:traffic light:green light&road condition:availability:clear road
3547,as the light turns green and the intersection becomes clear,road condition:availability:clear road&traffic conditions:traffic light:green light
5502,because traffic in front of it is stopped.,interaction with other road users:traffic:stop
8752,because the lane is clear and traffic is moving well.,road condition:availability:clear road&interaction with other road users:traffic:moving forward:normally
14140,Because the light is red and the cars in front are stopped,interaction with other road users:lead vehicle:stop&traffic conditions:traffic light:red light
8323,since the lane is clear,road condition:availability:clear road
3383,after the car in front of it accelerates.,interaction with other road users:lead vehicle:accelerating
2461,because there is a stop sign.,traffic conditions:traffic sign:stop sign
2700,since the road ahead is clear,road condition:availability:clear road
10908,since the car ahead has stopped moving.,interaction with other road users:lead vehicle:stop
16037,because other cars have started to move.,interaction with other road users:traffic:accelerating
10825,as the light has turned green.,traffic conditions:traffic light:green light
10126,because traffic is moving at a steady speed.,interaction with other road users:traffic:moving forward:normally
3395,since the lane is now clear.,road condition:availability:clear road
9250,because the path is clear.,road condition:availability:clear road
12841,as the car in front of it slows to make a right hand turn at the stop sign ahead.,traffic conditions:traffic sign:stop sign
11221,As it waits at the intersection where the traffic light is red.,traffic conditions:traffic light:red light
15189,because the car directly in front has moved up a bit.,No Label
14480,because it is at a red light.,traffic conditions:traffic light:red light
1682,as the traffic in front of it is stopped.,interaction with other road users:traffic:stop
278,because there is a stop sign.,traffic conditions:traffic sign:stop sign
2271,There are no obstructions ahead of the car.,road condition:availability:clear road
13197,because the road is clear,road condition:availability:clear road
1084,to keep up with traffic,unclassified
9371,to merge onto the road.,ego car driving intention: vehicle longitudinal activity:merging
9552,because it's making a sharp right turn.,ego car driving intention: vehicle lateral activity:turning
13232,because traffic ahead is not moving,interaction with other road users:traffic:stop
3101,because the light is red.,traffic conditions:traffic light:red light
9019,as the car in front moves up a little.,interaction with other road users:lead vehicle:accelerating
1089,because traffic is moving at a steady pace.,interaction with other road users:traffic:moving forward:normally
4044,because traffic is clear.,interaction with other road users:traffic:light&road condition:availability:clear road
5173,because there is a stop sign.,traffic conditions:traffic sign:stop sign
2440,There is a cab stopped in front.,interaction with other road users:lead vehicle:stop
12011,because the lane ahead is clear and traffic is moving smoothly.,road condition:availability:clear road&interaction with other road users:traffic:moving forward:normally
15562,as the road is clear to turn.,ego car driving intention: vehicle lateral activity:turning&road condition:availability:clear road
503,The driver is anticipating that the light is about to change to green.,traffic conditions:traffic light:green light
4964,as the street is clear.,road condition:availability:clear road
7644,as the lane is open.,road condition:availability:clear road
49,The car moved to the left extreme of the lane to allow more space for a vehicle travelling behind the car to pass on the right.,unclassified
12537,as the road is clear to turn.,ego car driving intention: vehicle lateral activity:turning&road condition:availability:clear road
4611,because cars in front of it are stopped.,interaction with other road users:lead vehicle:stop&interaction with other road users:traffic:stop
15547,because traffic is stopped for the red stoplight,interaction with other road users:traffic:stop&traffic conditions:traffic light:red light
10867,because the light turned red.,traffic conditions:traffic light:red light
6416,since the car ahead is waiting for pedestrian traffic crossing the street.,interaction with other road users:pedestrians and cyclists: crossing
637,because the light is red.,traffic conditions:traffic light:red light
3071,because the light is red.,traffic conditions:traffic light:red light
3679,because the car ahead only moved forward a little.,interaction with other road users:lead vehicle:moving forward:slowly
9422,to get through the yellow light before it turns red.,traffic conditions:traffic light:red light
5595,because they have executed their turn and the new road is clear.,road condition:availability:clear road
9042,because the car in front is still stopped.,interaction with other road users:lead vehicle:stop
14801,because it is trying to get to the right.,unclassified
9261,because the road is clear.,road condition:availability:clear road
11856,as the light ahead is red.,traffic conditions:traffic light:red light
16316,because it is behind another green car with the left signaling light blinking.,traffic conditions:traffic light:green light
5020,because the light turns green.,traffic conditions:traffic light:green light
704,The car is making room to allow an oncoming car to pass safely.,unclassified
14118,because it is red and grey vehicle crossed the street in front.,traffic conditions:traffic light:red light
15427,since the light ahead is red.,traffic conditions:traffic light:red light
10098,because traffic is clear.,interaction with other road users:traffic:light&road condition:availability:clear road
7422,while it maintains a safe distance between it and the car ahead,unclassified
10281,as the road is clear.,road condition:availability:clear road
16046,because there is no oncoming traffic to stop it.,road condition:availability:clear road
15175,because the light turned green.,traffic conditions:traffic light:green light
3225,because traffic is moving smoothly.,interaction with other road users:traffic:moving forward:normally
8675,because it has no traffic.,road condition:availability:clear road
15995,since there are no cars obstructing the path.,road condition:availability:clear road
7995,to move closer to the intersection.,unclassified
16201,because many cars ahead are stopped at a light.,interaction with other road users:traffic:stop
10982,Because traffic in front of it and around it is at a complete stop.,interaction with other road users:traffic:stop
13193,because it is parked on the left side of the road.,ego car driving intention: vehicle longitudinal activity:park
2419,as there are no nearby cars on the road.,road condition:availability:clear road
8356,Because it has completed its stop at the stop sign and is continuing forward with traffic clear ahead of it.,traffic conditions:traffic sign:stop sign
7677,so taht it may enter another road.,ego car driving intention: vehicle lateral activity:enter another road
9684,because the car in front is slowing down because of a bump in the road.,interaction with other road users:lead vehicle:moving forward:slowly
1455,The car is stopping to allow another vehicle to turn onto the road,interaction with other road users:lead vehicle:stop&ego car driving intention: vehicle longitudinal activity:stop
6951,to give room to a cyclist in the street,unclassified
8560,because the light is red.,traffic conditions:traffic light:red light
11350,because the large truck is turning right on a green light.,traffic conditions:traffic light:green light
1222,to get on the road.,unclassified
10114,as the left lane is open,road condition:availability:clear road
631,The cab is still stopped in front because of the red light.,interaction with other road users:lead vehicle:stop&traffic conditions:traffic light:red light
1485,because the light it was stopped at has turned green.,traffic conditions:traffic light:green light
14264,because the driver is going to turn down the road.,ego car driving intention: vehicle lateral activity:turning
9378,because the path is clear.,road condition:availability:clear road
11431,as the car ahead is slowing down.,interaction with other road users:lead vehicle:moving forward:slowly
4782,because the traffic is light.,unclassified
6098,because the driver is going to park.,ego car driving intention: vehicle longitudinal activity:park
2677,The car is turning through an intersection,unclassified
2160,because traffic is clear.,interaction with other road users:traffic:light&road condition:availability:clear road
11064,because the road straightens out,unclassified
11491,because the light is red.,traffic conditions:traffic light:red light
5199,because the car has not moved yet.,unclassified
5776,after the light turned yellow and then red.,traffic conditions:traffic light:red light
5724,because no traffic is blocking the way and the car can safely move forward.,road condition:availability:clear road
11074,because it is moving with traffic.,interaction with other road users:traffic:moving forward:normally
12321,because the light is red.,traffic conditions:traffic light:red light
5055,because the road is clear of traffic.,road condition:availability:clear road
10780,because traffic isn't moving,interaction with other road users:traffic:stop
11018,because there is no one on the road.,road condition:availability:clear road
3158,because traffic is moving smoothly.,interaction with other road users:traffic:moving forward:normally
3273,because the light has turned green.,traffic conditions:traffic light:green light
14863,because the road is empty.,road condition:availability:clear road
5374,because traffic has stopped in front.,interaction with other road users:traffic:stop
2436,The car in front has started to speed up a little.,interaction with other road users:lead vehicle:moving forward:slowly
13675,while making a right turn,ego car driving intention: vehicle lateral activity:turning
5250,because there is a stop sign.,traffic conditions:traffic sign:stop sign
1942,The light controlling the intersection has turned green and traffic is proceeding through the intersection.,traffic conditions:traffic light:green light
2887,to get around a parked vehicle.,ego car driving intention: vehicle longitudinal activity:park&interaction with other road users:lead vehicle:park
976,because traffic is stopped.,interaction with other road users:traffic:stop
12852,because traffic is moving at a steady speed.,interaction with other road users:traffic:moving forward:normally
1611,to make a right turn.,ego car driving intention: vehicle lateral activity:turning
8062,so that it may enter another road.,ego car driving intention: vehicle lateral activity:enter another road
8470,because the lane is clear.,road condition:availability:clear road
6772,to move around a slower moving vehicle in its lane.,interaction with other road users:lead vehicle:moving forward:slowly&ego car driving intention: vehicle longitudinal activity:passing
1810,due to a road clear of traffic.,road condition:availability:clear road
4262,Because the car is giving clearance to the stopped car on its left.,interaction with other road users:lead vehicle:stop
6359,The car that has pulled in front is now moving forward at normal speed.,interaction with other road users:lead vehicle:moving forward:normally
1266,as there is no impeding traffic.,road condition:availability:clear road
8315,to change lanes,ego car driving intention: vehicle lateral activity:changing lane
9665,because there are no other cars impeding its progress.,road condition:availability:clear road
16116,because the light is red and there are bicyclists in front of the car.,interaction with other road users:pedestrians and cyclists: crossing&traffic conditions:traffic light:red light
7696,since the light has turned green,traffic conditions:traffic light:green light
11537,as it goes straight down the empty road,ego car driving intention: vehicle longitudinal activity:driving forward&road condition:availability:clear road
15636,because the line of cars ahead are moving faster.,interaction with other road users:traffic:moving forward:fast
15865,because of a red light.,traffic conditions:traffic light:red light
1598,The car is preparing to make a right hand turn.,ego car driving intention: vehicle lateral activity:turning
1863,Traffic ahead of the car is stopped.,interaction with other road users:traffic:stop
7758,as it gets ready to pull away from the curb.,ego car driving intention: vehicle longitudinal activity:park
10872,as traffic is moving slowly.,interaction with other road users:traffic:moving forward:slowly
14312,because the intersection is clear of pedestrians.,road condition:availability:clear road
12141,because the driver is stopping.,ego car driving intention: vehicle longitudinal activity:stop
602,because there is a pedestrian.,interaction with other road users:pedestrians and cyclists: crossing
16006,as it nears a stop sign,traffic conditions:traffic sign:stop sign
11151,because the light is red.,traffic conditions:traffic light:red light
9234,because the light is red. ,traffic conditions:traffic light:red light
