id,Justification,Category
1208,because it was in the left turn lane.,ego car driving intention:vehicle lateral activity:turning
1596,since it isn't moving.,unclassified
447,"A vehicle ahead of the car in the roadway is stopped, attempting to make a right hand turn off the roadway.",interaction with other road users:lead vehicle:stop
1375,as it nears another road,unclassified
783,Traffic ahead of the car is stopped at an intersection.,interaction with other road users:traffic:stop
541,The camera has fallen,unclassified
924,because there were pedestrians trying to cross it at the same time.,interaction with other road users:pedestrians:crossing
798,as it goes down the snowy road,environment:weather:snow
1295,because there are no nearby cars impeding it.,road condition:availability:clear road
348,to enter another road while the light is yellow.,ego car driving intention:vehicle lateral activity:enter another road
1453,as traffic in front of it drives forward.,interaction with other road users:traffic:moving forward:normally
270,The car has passed through the intersection,ego car driving intention:vehicle longitudinal activity:passing
637,The car is turning right through an intersection.,ego car driving intention:vehicle lateral activity:turning
1166,The car has moved through the intersection and is proceeding forward.,ego car driving intention:vehicle longitudinal activity:driving forward
1581,for the red light in the rain.,traffic conditions:traffic light:red light&environment:weather:rain
1266,The car has arrived at the intersection with the red light.,traffic conditions:traffic light:red light
1120,"because it turns right and follows the car in front of it, which is moving slowly",ego car driving intention:vehicle lateral activity:turning
1612,because the road is clear.,road condition:availability:clear road
1398,since it just got on there.,unclassified
778,because the light is red.,traffic conditions:traffic light:red light
54,The car has changed to the left hand lane and is stopped at an intersection controlled by a red light,ego car driving intention:vehicle lateral activity:changing lane&ego car driving intention:vehicle longitudinal activity:stop&traffic conditions:traffic light:red light
829,as the red light does not allow the car to move.,traffic conditions:traffic light:red light
2060,since the car in front has stopped.,interaction with other road users:lead vehicle:stop
708,for the red light.,traffic conditions:traffic light:red light
833,because the cars aren't moving.,unclassified
1220,since the car was ready to do a right turn.,ego car driving intention:vehicle lateral activity:turning
2039,because the light turned yellow.,unclassified
2120,Traffic ahead of the car is stopped at an intersection.,interaction with other road users:traffic:stop
997,because a car turning in front of it blocks the way.,interaction with other road users:lead vehicle:stop
1102,due to a pedestrian crossing the road.,interaction with other road users:pedestrians:crossing
1953,as it goes down the interstate,ego car driving intention:vehicle longitudinal activity:driving forward
342,"A vehicle ahead of the car is stopped in the roadway, attempting to turn right at an intersection",interaction with other road users:lead vehicle:stop
1605,"The car is stopped behind traffic, which is stopped at an intersection with a red light.",ego car driving intention:vehicle longitudinal activity:stop&traffic conditions:traffic light:red light
196,for the stop sign at the intersection ahead.,traffic conditions:traffic sign:stop sign
72,as traffic in front of it moves forward at a green light.,traffic conditions:traffic light:green light
1949,so that it may enter the road that it just passed.,ego car driving intention:vehicle lateral activity:enter another road
1786,The car is approaching an intersection and the light controlling the intersection is red.,traffic conditions:traffic light:red light
738,The car is leaving its current lane and moving to an adjacent roadway,unclassified
552,because it has no nearby traffic in it.,road condition:availability:clear road
515,where its lane splits into two lanes.,unclassified
984,Traffic ahead of the car is stopped at an intersection.,interaction with other road users:traffic:stop
1617,because there is no nearby traffic.,road condition:availability:clear road
282,because the light is red.,traffic conditions:traffic light:red light
660,for the stop sign ahead.,traffic conditions:traffic sign:stop sign
995,because there are no nearby cars in its lane.,road condition:availability:clear road
807,since the right lane is clear once more.,road condition:availability:clear road
1710,to maneuver around a vehicle that is stopped on the left side of the road and is partially in its lane.,ego car driving intention:vehicle longitudinal activity:passing&interaction with other road users:traffic:stop
1859,because the road is clear.,road condition:availability:clear road
679,since the cars in front aren't moving.,interaction with other road users:lead vehicle:stop
1881,as it follows the curve in the road,unclassified
1491,because the street is clear.,road condition:availability:clear road
359,so that it may park on the right side of the street.,ego car driving intention:vehicle longitudinal activity:park
2121,Traffic ahead of the car is beginning to move forward.,interaction with other road users:traffic:moving forward:normally
24,because the cars ahead have stopped.,interaction with other road users:traffic:stop
2018,Traffic ahead of the car is stopped.,interaction with other road users:traffic:stop
1625,as traffic starts to move after the light turns green.,traffic conditions:traffic light:green light
60,The car is changing lanes to the right hand lane.,ego car driving intention:vehicle lateral activity:changing lane
1637,The car is allowing vehicles ahead to move forward to provide sufficient following distance,unclassified
1002,The car has retrieved a passenger and is beginning to travel down the road.,ego car driving intention:vehicle longitudinal activity:driving forward
2090,because there are no other cars on the road nearby.,road condition:availability:clear road
2096,as it approaches stopped traffic.,interaction with other road users:traffic:stop
484,for the red light.,traffic conditions:traffic light:red light
971,The car is approaching controlled by a red light.,traffic conditions:traffic light:red light
1390,because traffic in front of it is flowing normally.,interaction with other road users:traffic:moving forward:normally
1054,as it prepares to stop at the red light,traffic conditions:traffic light:red light
120,since the middle lane is moving quickly.,interaction with other road users:traffic:moving forward:fast
315,because it is passing a stop sign to the right.,traffic conditions:traffic sign:stop sign
1955,while keeping up with other traffic,unclassified
691,because the road is free of obstacles.,road condition:availability:clear road
134,The car is negotiating a left hand curve in the road.,unclassified
1276,to avoid a bumpy patch of pavement.,road condition:speed regulations:speed bump
1609,because it is waiting for cross traffic to subside.,interaction with other road users:traffic:heavy
108,as it drives over bumps in the road.,road condition:speed regulations:speed bump
674,The car is maneuvering around the stopped police vehicle stopped in the roadway.,ego car driving intention:vehicle longitudinal activity:passing&interaction with other road users:traffic:stop
308,The car is making a right hand turn through an intersection.,ego car driving intention:vehicle lateral activity:turning
516,because there are no cars in front of it.,road condition:availability:clear road
1030,because there are no cars in front of it.,road condition:availability:clear road
1975,as it follows a curve in the road after the light turned green.,traffic conditions:traffic light:green light
533,because traffic is moving at a steady speed.,interaction with other road users:traffic:moving forward:normally
661,so that it may enter another road.,ego car driving intention:vehicle lateral activity:enter another road
454,The car has arrived at the intersection controlled by a red light.,traffic conditions:traffic light:red light
659,because the vehicle in front of it is driving forward.,interaction with other road users:lead vehicle:moving forward:normally
175,Traffic ahead is stopped at an intersection,interaction with other road users:traffic:stop
617,because it is passing a car that is obstructing the lane,ego car driving intention:vehicle longitudinal activity:passing
1121,because the lane is clear.,road condition:availability:clear road
1310,The car is double parked on the roadway.,ego car driving intention:vehicle longitudinal activity:park
1141,so that it is not blocking the crosswalk.,unclassified
884,because it is approaching a slow moving vehicle and speed bump.,interaction with other road users:traffic:moving forward:slowly&road condition:speed regulations:speed bump
579,because it is shifting back into the road.,unclassified
585,because there are no other cars on the road.,road condition:availability:clear road
1484,Traffic ahead of the car is proceeding slowly,interaction with other road users:traffic:moving forward:slowly
1860,because the traffic light ahead is red.,traffic conditions:traffic light:red light
1060,since there are cars coming up ahead.,unclassified
98,as a vehicle in front of it drives at a moderate speed.,interaction with other road users:lead vehicle:moving forward:normally
2107,because there is no traffic to its left.,road condition:availability:clear road
870,since the light ahead turns red.,traffic conditions:traffic light:red light
561,The car is turning right through the intersection.,ego car driving intention:vehicle lateral activity:turning
1889,The car has completed a turn and is moving forward,ego car driving intention:vehicle lateral activity:turning&ego car driving intention:vehicle longitudinal activity:driving forward
648,because traffic ahead is jammed.,interaction with other road users:traffic:heavy
1145,because the light is red.,traffic conditions:traffic light:red light
682,now that the cars are moving,unclassified
1678,because there is no nearby traffic and the light is green.,road condition:availability:clear road&traffic conditions:traffic light:green light
1178,because traffic is moving at a steady speed.,interaction with other road users:traffic:moving forward:normally
685,because it is driving at the same speed as the cars ahead of it.,interaction with other road users:traffic:moving forward:normally
244,so the car can get closer to the edge.,unclassified
1551,because the light is red.,traffic conditions:traffic light:red light
860,because a vehicle is stopped in front of it and the light ahead is red.,interaction with other road users:lead vehicle:stop&traffic conditions:traffic light:red light
1894,for the red light.,traffic conditions:traffic light:red light
1409,The car has passed through the intersection and is proceeding forward in the right hand lane.,ego car driving intention:vehicle longitudinal activity:passing
1728,because a pedestrian is walking a bicycle slowly down the middle of the road.,interaction with other road users:pedestrians:crossing
176,The camera is no longer capturing action ahead of the car,unclassified
1494,because traffic is moving at a steady speed.,interaction with other road users:traffic:moving forward:normally
2004,as traffic in front of it moves at a normal speed while the light is green.,interaction with other road users:lead vehicle:moving forward:normally&traffic conditions:traffic light:green light
2004,as traffic in front of it moves at a normal speed while the light is green.,interaction with other road users:lead vehicle:moving forward:normally&traffic conditions:traffic light:green light
1500,The car is turning right into the parking structure.,ego car driving intention:vehicle lateral activity:turning
2050,to go around a slower moving box truck.,ego car driving intention:vehicle longitudinal activity:passing
281,because the street is clear of traffic or pedestrians.,road condition:availability:clear road
281,because the street is clear of traffic or pedestrians.,road condition:availability:clear road
1346,The car is approaching an intersection with a stop sign.,traffic conditions:traffic sign:stop sign
1392,as traffic in front of it speeds up.,interaction with other road users:lead vehicle:accelerating
711,because it has reached its destination.,unclassified
1401,to avoid a double parked van and a cyclist.,interaction with other road users:lead vehicle:park
1052,because there are no nearby cars in that lane.,road condition:availability:clear road
1216,since it is trying to stop.,ego car driving intention:vehicle longitudinal activity:stop
96,The car has successfully passed the vehicle in the roadway,ego car driving intention:vehicle longitudinal activity:passing
368,at a red light.,traffic conditions:traffic light:red light
966,since the way forward is clear.,road condition:availability:clear road
2040,for the red light.,traffic conditions:traffic light:red light
1762,because traffic in its lane is moving faster,interaction with other road users:traffic:light
2086,since it has reached a steady pace.,unclassified
428,while still driving down the road slowly,ego car driving intention:vehicle longitudinal activity:driving forward
1508,as traffic in front of it accelerates at a yellow light.,interaction with other road users:traffic:accelerating
623,because the light has turned green and traffic is advancing.,traffic conditions:traffic light:green light
939,because the light turned green.,traffic conditions:traffic light:green light
1016,as the light is red.,traffic conditions:traffic light:red light
1864,because the light is red.,traffic conditions:traffic light:red light
279,for a stop sign.,traffic conditions:traffic sign:stop sign
1902,because the highway is clear.,road condition:availability:clear road
630,as it approaches an intersection.,unclassified
292,since it is a very tight to turn right.,ego car driving intention:vehicle lateral activity:turning
716,The vehicle ahead of the car is stopped in the roadway.,interaction with other road users:lead vehicle:stop
1133,since the road has no more stop signs for now.,road condition:availability:clear road
1163,because it is parked.,ego car driving intention:vehicle longitudinal activity:park
1019,as the speed of traffic picks up on a curve,unclassified
100,because there are no cars immediately in front of it.,road condition:availability:clear road
710,because there is no oncoming traffic and the road is wide.,road condition:availability:clear road
562,The car is approaching a T intersection controlled by a stop sign.,traffic conditions:traffic sign:stop sign
1527,because the road is clear.,road condition:availability:clear road
291,since it's driving downhill.,ego car driving intention:vehicle longitudinal activity:driving forward
925,since there are speed bumps coming up ahead.,road condition:speed regulations:speed bump
1077,The car is accelerating through the intersection,interaction with other road users:traffic:accelerating
624,because the light turned red.,traffic conditions:traffic light:red light
1446,because there are no cars in its lane in front of it.,road condition:availability:clear road
289,due to the stop,interaction with other road users:lead vehicle:stop
844,as it straightens out in the spot,unclassified
182,since it is about to turn left.,ego car driving intention:vehicle lateral activity:turning
627,as the light is red.,traffic conditions:traffic light:red light
99,when there is a gap in traffic.,unclassified
2115,The car is beginning to move and is returning to the road.,ego car driving intention:vehicle lateral activity:turning
1507,as the vehicle in front of it slows as it approaches an intersection.,interaction with other road users:lead vehicle:moving forward:slowly
1331,because there are no other cars at the intersection.,road condition:availability:clear road
937,since there is a red light ahead.,traffic conditions:traffic light:red light
1380,as it follows a bend,unclassified
1253,Traffic has blocked the forward progress of the car.,interaction with other road users:traffic:heavy
706,because there is a red light ahead.,traffic conditions:traffic light:red light
897,because it is parked along the curb.,ego car driving intention:vehicle longitudinal activity:park
1487,because traffic ahead has stopped.,interaction with other road users:traffic:stop
1743,because cars up ahead are stopped at a red light.,interaction with other road users:lead vehicle:stop&traffic conditions:traffic light:red light
188,at a red light.,traffic conditions:traffic light:red light
151,because the car ahead of it stopped short as to not block the intersection.,interaction with other road users:lead vehicle:stop
2017,because the light is red.,traffic conditions:traffic light:red light
1972,because there are no cars in front of it.,road condition:availability:clear road
1463,as the road can lead right.,unclassified
502,behind a taxi waiting at a stop sign.,traffic conditions:traffic sign:stop sign
2053,since there is a stop.,interaction with other road users:lead vehicle:stop
1606,The car is stopped awaiting the action of another oncoming vehicle that is parked in the roadway.,ego car driving intention:vehicle longitudinal activity:stop&interaction with other road users:lead vehicle:park
1759,since the light became red.,traffic conditions:traffic light:red light
1655,The car is stopped at an intersection controlled by a red light,ego car driving intention:vehicle longitudinal activity:stop&traffic conditions:traffic light:red light
1374,as it leaves a parking space,unclassified
449,since the lane ahead is clear.,road condition:availability:clear road
1591,since it's trying to maneuver around the cars.,ego car driving intention:vehicle longitudinal activity:passing
1888,"The light controlling the intersection has turned green, allowing the car to proceed through the intersection.",traffic conditions:traffic light:green light
647,because the light is green,traffic conditions:traffic light:green light
1301,as it goes around a car,ego car driving intention:vehicle longitudinal activity:passing
704,as it approaches a stopped car in its lane and waits for a gap in traffic in the lane to its left.,unclassified
672,The car is moving down the road and there are no obstructions ahead.,road condition:availability:clear road
699,The car is driving in the right hand lane.,unclassified
1651,because the vehicle in front of it is moving at a normal rate of speed.,interaction with other road users:lead vehicle:moving forward:normally
1478,when it reaches the corner,unclassified
333,because there are no vehicles in front of it.,road condition:availability:clear road
874,because the car ahead of it is about to move in a parking spot.,unclassified
1932,since there is a lot of traffic.,interaction with other road users:traffic:heavy
542,The camera has been replaced and the car is stopped because traffic ahead of the car is stopped in the roadway.,ego car driving intention:vehicle longitudinal activity:stop
1720,as it approaches a red light.,traffic conditions:traffic light:red light
1050,as it enters a tight curve in the road.,unclassified
709,because traffic is flowing.,interaction with other road users:traffic:moving forward:normally
1147,because that lane has fewer cars.,unclassified
1011,The car has arrived at the intersection controlled by a red light.,traffic conditions:traffic light:red light
1497,because the road has straightened and traffic is speeding up.,interaction with other road users:traffic:accelerating
1448,because the car in front is moving forward.,interaction with other road users:lead vehicle:moving forward:normally
388,so that it may park in the parking lot.,unclassified
604,because the lane is open and the light ahead is red.,traffic conditions:traffic light:red light
1927,since there are no cars on either side or in front.,road condition:availability:clear road
321,since there are cars nearby.,unclassified
1211,after the light turned green.,traffic conditions:traffic light:green light
1621,for the red light.,traffic conditions:traffic light:red light
402,because the light turns red.,traffic conditions:traffic light:red light
1458,because traffic has stopped.,interaction with other road users:traffic:stop
488,while staying in the lane,unclassified
335,while it waits for a gap in traffic in the lane to its left.,unclassified
1099,since someone is walking nearby.,unclassified
1694,as to speed up its driving.,ego car driving intention:vehicle lateral activity:accelerating
686,because the car ahead of it is slowing down a bit.,interaction with other road users:lead vehicle:moving forward:slowly
1815,since the car is free to move right.,unclassified
1154,to reenter the road.,unclassified
728,Traffic ahead of the car is slowing.,interaction with other road users:traffic:moving forward:slowly
1913,to enter the parking lot.,unclassified
1076,The car is approaching an intersection controlled by a stop sign.,traffic conditions:traffic sign:stop sign
283,because the light turned green and traffic ahead is advancing.,traffic conditions:traffic light:green light
1854,The car is stopped at the intersection.,ego car driving intention:vehicle longitudinal activity:stop
1971,after the light turned green.,traffic conditions:traffic light:green light
747,because the light changes to green and the light ahead is also green.,traffic conditions:traffic light:green light
1156,so that it can make a left turn ahead.,ego car driving intention:vehicle lateral activity:turning
1857,The car is making a left hand turn through the intersection.,ego car driving intention:vehicle lateral activity:turning
374,since the road bends and the car is changing lanes,ego car driving intention:vehicle lateral activity:changing lane
1733,because the cars in front are moving,interaction with other road users:lead vehicle:moving forward:normally
961,x,unclassified
192,because traffic has stopped.,interaction with other road users:traffic:stop
938,because the light is red.,traffic conditions:traffic light:red light
1473,because a yellow cab is ahead of it and a pedestrian is crossing the street.,unclassified
1357,The car is approaching an intersection with a red light.,traffic conditions:traffic light:red light
611,The car has traveled through the intersection and is moving down the roadway,ego car driving intention:vehicle longitudinal activity:driving forward
726,The car is approaching an intersection and the light controlling the intersection has turned yellow.,ego car driving intention:vehicle lateral activity:turning
391,as it reenters the lane of traffic.,unclassified
2002,The car has stopped at the stop sign and is awaiting its opportunity to enter the roadway to the left.,traffic conditions:traffic sign:stop sign
1825,The car has completed its lane change and is proceeding down the roadway.,ego car driving intention:vehicle lateral activity:changing lane
489,as it goes around open doors on a van,ego car driving intention:vehicle longitudinal activity:passing
1915,The car is waiting for traffic ahead to begin to proceed through the intersection ahead,unclassified
523,since the car waited for the people to cross.,interaction with other road users:pedestrians:crossing
27,because the van stopped moving.,interaction with other road users:lead vehicle:stop
1280,because the turning car is out of the way and the light down the street is green.,traffic conditions:traffic light:green light
498,because the road is crowded with cars.,interaction with other road users:traffic:heavy
494,since there will be a red light soon.,traffic conditions:traffic light:red light
1929,since it needs to stop when there's a red light.,interaction with other road users:traffic:stop&traffic conditions:traffic light:red light
56,as traffic in front of it stops for the red light.,interaction with other road users:traffic:stop&traffic conditions:traffic light:red light
1185,because the light is red.,traffic conditions:traffic light:red light
1403,because it's waiting for a chance to turn.,ego car driving intention:vehicle longitudinal activity:stop
676,The car is approaching an intersection and the light is turning red.,traffic conditions:traffic light:red light
26,since the van started moving.,unclassified
21,because traffic is moving faster in that lane.,interaction with other road users:traffic:moving forward:fast
1015,because the light ahead is red.,traffic conditions:traffic light:red light
178,as it follows the street,unclassified
719,"The vehicle ahead of the car is moving, allowing the car to begin to move and turn to the left and onto another street.",unclassified
370,at a red light with pedestrians in the crosswalk.,traffic conditions:traffic light:red light&interaction with other road users:pedestrians:crossing
370,at a red light with pedestrians in the crosswalk.,traffic conditions:traffic light:red light&interaction with other road users:pedestrians:crossing
2046,because the traffic is light and the lights are green.,traffic conditions:traffic light:green light
431,as it moves around a car that is waiting to turn,ego car driving intention:vehicle longitudinal activity:passing
248,to squeeze by an oncoming vehicle on the narrow road.,unclassified
1716,after the slower moving vehicle moves out of its lane.,unclassified
1571,The car is entering a parking spot along the roadway by reversing into the parking spot.,unclassified
1186,The car is driving forward in the middle lane of a five lane roadway.,ego car driving intention:vehicle longitudinal activity:driving forward
1258,because the light is green and there are no obstructions.,road condition:availability:clear road
882,because the light is red.,traffic conditions:traffic light:red light
254,as the light has turned red.,traffic conditions:traffic light:red light
2043,since there is a lot of cars and people nearby.,interaction with other road users:traffic:heavy
2091,to reenter the right lane of the road.,unclassified
1181,to go around a car that's slowly pulling out.,ego car driving intention:vehicle longitudinal activity:passing
731,The vehicle ahead of the car is proceeding forward.,interaction with other road users:lead vehicle:moving forward:normally
373,as it follows the dark road,environment:lighting conditions:nighttime
326,because the light is green and it's turning to the right.,traffic conditions:traffic light:green light
326,because the light is green and it's turning to the right.,traffic conditions:traffic light:green light
1159,because traffic in front of it is moving at a normal speed.,interaction with other road users:traffic:moving forward:normally
1674,for the red light.,traffic conditions:traffic light:red light
757,The car is approaching an intersection and the light controlling the intersection is turning red.,traffic conditions:traffic light:red light
1431,due to high traffic.,interaction with other road users:traffic:heavy
2069,because someone opened their car door into its lane.,unclassified
1768,since the road is clear.,road condition:availability:clear road
199,The car has arrived at the intersection and is turning through the intersection,ego car driving intention:vehicle lateral activity:turning
2062,since the car in front isn't moving.,interaction with other road users:lead vehicle:stop
203,because traffic is slow for the workers at the side of the road.,interaction with other road users:traffic:moving forward:slowly
2056,because there was no oncoming cars.,unclassified
461,because there is ample parking along the curb.,interaction with other road users:lead vehicle:park
814,since it's about to turn right.,ego car driving intention:vehicle lateral activity:turning
433,The car is traveling forward in the left hand lane of the roadway.,ego car driving intention:vehicle longitudinal activity:driving forward
312,because it is approaching a red stop sign.,traffic conditions:traffic light:red light
312,because it is approaching a red stop sign.,traffic conditions:traffic light:red light
95,The car is changing lanes to avoid a large vehicle that is stopped in the roadway.,ego car driving intention:vehicle lateral activity:changing lane&interaction with other road users:lead vehicle:stop
1797,The car is moving forward down the road in the left hand lane.,ego car driving intention:vehicle longitudinal activity:driving forward
1064,The car has completed its U-turn and is travelling down the road.,ego car driving intention:vehicle lateral activity:turning
1286,because the light is red.,traffic conditions:traffic light:red light
690,"to enter the correct fork, which is clear.",road condition:availability:clear road
68,as traffic in its lane slows.,interaction with other road users:traffic:moving forward:slowly
327,because the street is empty.,road condition:availability:clear road
1212,because there are no nearby cars in its lane.,road condition:availability:clear road
1194,behind cars at a red light.,traffic conditions:traffic light:red light
1811,The car is changing lanes as it approaches an intersection.,ego car driving intention:vehicle lateral activity:changing lane
1288,The car is driving and there are no obstructions in the roadway preventing forward travel,road condition:availability:clear road
310,The car has completed its right hand turn and is proceeding forward.,ego car driving intention:vehicle lateral activity:turning&ego car driving intention:vehicle longitudinal activity:driving forward
1083,for a red light.,traffic conditions:traffic light:red light
948,The car has passed through the intersection and is steering to the right to a vacant parking space along the right hand side of the roadway,ego car driving intention:vehicle longitudinal activity:passing
1861,as the light turns green and traffic starts moving.,traffic conditions:traffic light:green light
1247,because there are no other cars on the road.,road condition:availability:clear road
1053,while maintaining the lane,unclassified
1993,because it's turning to the left.,ego car driving intention:vehicle lateral activity:turning
452,The car is driving down the middle of the road.,ego car driving intention:vehicle longitudinal activity:driving forward
934,The car has arrived at the intersection with the red light.,traffic conditions:traffic light:red light
1767,to go around a car stopped in the lane ahead.,ego car driving intention:vehicle longitudinal activity:passing&interaction with other road users:lead vehicle:stop
1607,The car is attempting to advance and reposition itself on the roadway.,unclassified
91,The car has completed turning through the intersection and is progressing down the roadway.,ego car driving intention:vehicle lateral activity:turning
83,to continue turning around.,ego car driving intention:vehicle lateral activity:turning
269,The car is driving through an intersection.,unclassified
769,because the light is green and there is no traffic in front of it.,traffic conditions:traffic light:green light&road condition:availability:clear road
602,as traffic ahead speeds up.,interaction with other road users:traffic:accelerating
76,so that it can better see how much traffic is in that lane.,unclassified
1384,while next to the gas pump,unclassified
838,while driving in the construction zone,unclassified
828,since there isn't enough room to move quickly.,unclassified
339,The car is driving forward in the middle lane of three lanes,ego car driving intention:vehicle longitudinal activity:driving forward
1965,The car is negotiating a right hand corner,unclassified
135,The car is slowing as it passes a vehicle parked on the right hand side of the road,ego car driving intention:vehicle longitudinal activity:passing&interaction with other road users:lead vehicle:park
722,because the on ramp ends and there is a gap in traffic.,unclassified
1379,as it makes the turn,ego car driving intention:vehicle lateral activity:turning
1992,because there's a stop sign.,traffic conditions:traffic sign:stop sign
161,now that the light is green.,traffic conditions:traffic light:green light
1843,because traffic in front of it is moving forward slowly.,interaction with other road users:traffic:moving forward:slowly
876,because it is nighttime and the road ahead is clear.,environment:lighting conditions:nighttime
994,so that it may enter another road after the light turned green.,ego car driving intention:vehicle lateral activity:enter another road
994,so that it may enter another road after the light turned green.,ego car driving intention:vehicle lateral activity:enter another road
1671,while winding its way down the street,ego car driving intention:vehicle longitudinal activity:driving forward
2080,so that it may enter another road that is free of traffic.,ego car driving intention:vehicle lateral activity:enter another road
1538,as it drives over some bumps in the road.,road condition:speed regulations:speed bump
2082,since it has to follow the same speed as the car in front.,unclassified
577,The car is driving through the intersection and ignoring the red light controlling the intersection.,unclassified
307,The car is stopped at an intersection controlled by a red light,traffic conditions:traffic light:red light
94,The car failed to stop for the stop sign and is travelling through the intersection,traffic conditions:traffic sign:stop sign&ego car driving intention:vehicle longitudinal activity:driving forward
1574,The car has parked,ego car driving intention:vehicle longitudinal activity:park
1033,for the red light.,traffic conditions:traffic light:red light
1662,because the black car in front drove a bit.,interaction with other road users:lead vehicle:moving forward:slowly
1798,Traffic ahead of the car has stopped.,interaction with other road users:traffic:stop
1454,as it nears stopped traffic in its lane.,interaction with other road users:traffic:stop
1683,because the light is green.,traffic conditions:traffic light:green light
810,since the car just turned right onto the road.,ego car driving intention:vehicle lateral activity:turning
453,The car is approaching an intersection with a red light.,traffic conditions:traffic light:red light
1905,because there are no nearby vehicles in its lane.,road condition:availability:clear road
1670,while in the middle of the road,unclassified
1272,The car has finished its passing maneuver,ego car driving intention:vehicle longitudinal activity:passing
1977,as it follows a left curve in the road while the light is green.,traffic conditions:traffic light:green light
1278,for a red light.,traffic conditions:traffic light:red light
606,for a red light.,traffic conditions:traffic light:red light
1735,because traffic is moving.,interaction with other road users:traffic:moving forward:normally
51,for the red light.,traffic conditions:traffic light:red light
302,because some pedestrians are in the crosswalk.,interaction with other road users:pedestrians:crossing
168,because it's waiting for a chance to turn.,ego car driving intention:vehicle longitudinal activity:stop
1423,as the light is red.,traffic conditions:traffic light:red light
384,because the car in front has stopped.,interaction with other road users:lead vehicle:stop
2042,since there are pedestrians crossing.,interaction with other road users:pedestrians:crossing
1070,due to the stop in front.,interaction with other road users:lead vehicle:stop
1426,because the light is red.,traffic conditions:traffic light:red light
1934,for a red light.,traffic conditions:traffic light:red light
490,while decreasing speed,ego car driving intention:vehicle lateral activity:decelerating
1358,The car has stopped at the intersection,ego car driving intention:vehicle longitudinal activity:stop
2025,since the traffic is moving slowly.,interaction with other road users:traffic:moving forward:slowly
996,"because the lights are green, but it is very rainy.",environment:weather:rain
694,The car has arrived at the intersection and is making a left hand turn through the intersection,ego car driving intention:vehicle lateral activity:turning
1805,The car has reached the intersection and the light controlling the intersection has turned red.,traffic conditions:traffic light:red light
1630,while it waits for traffic in front of it to move.,ego car driving intention:vehicle longitudinal activity:stop
408,while it waits for the vehicle in front of it to accelerate after the light turned green.,traffic conditions:traffic light:green light
408,while it waits for the vehicle in front of it to accelerate after the light turned green.,traffic conditions:traffic light:green light
918,because the cars ahead are stopped for a red light,traffic conditions:traffic light:red light
1125,as it turns a corner,ego car driving intention:vehicle lateral activity:turning
1563,at a red light.,traffic conditions:traffic light:red light
952,because the light turned red.,traffic conditions:traffic light:red light
1921,The car has parked behind another vehicle with its yellow lights flashing.,ego car driving intention:vehicle longitudinal activity:park
1155,because there is no nearby traffic.,road condition:availability:clear road
1559,while its lane of traffic moves forward.,ego car driving intention:vehicle longitudinal activity:driving forward
1217,due to the light being red.,traffic conditions:traffic light:red light
1092,because traffic is moving at a steady speed.,interaction with other road users:traffic:moving forward:normally
2100,while it waits for a gap in traffic in the lane to its left.,ego car driving intention:vehicle longitudinal activity:stop
1878,since the light is green,traffic conditions:traffic light:green light
712,Traffic ahead of the car is stopped at an intersection.,interaction with other road users:traffic:stop
2006,at a red light.,traffic conditions:traffic light:red light
1585,The car has come to a split in the road and is selecting the right hand lane,unclassified
1867,because the car is going to go over a bump.,road condition:speed regulations:speed bump
192,when traffic in front of it stops.,interaction with other road users:traffic:stop
707,to approach the intersection with the red light.,traffic conditions:traffic light:red light
1118,because the light turned green.,traffic conditions:traffic light:green light
42,since it is allowed to turn right.,ego car driving intention:vehicle lateral activity:turning
898,"after waiting for a car to pass, making the road clear.",road condition:availability:clear road
837,while entering another street,unclassified
782,The car has arrived at the intersection and the light is red.,traffic conditions:traffic light:red light
765,for the stop sign ahead.,traffic conditions:traffic sign:stop sign
1517,since it is coming up to a stop.,ego car driving intention:vehicle longitudinal activity:stop
1071,since the stop sign is behind now.,traffic conditions:traffic sign:stop sign
2095,The car is continuing to travel in the right hand lane.,ego car driving intention:vehicle longitudinal activity:driving forward
295,Traffic ahead of the car is slowly advancing through an intersection.,interaction with other road users:traffic:moving forward:slowly
458,because the light is green and traffic starts moving.,traffic conditions:traffic light:green light&interaction with other road users:lead vehicle:accelerating
2105,as the vehicle in front of it accelerates through the intersection.,interaction with other road users:lead vehicle:accelerating
1933,to get around cars backed up in the left lane and the shoulder is clear.,ego car driving intention:vehicle longitudinal activity:passing
559,The car is approaching an intersection with a stop sign,traffic conditions:traffic sign:stop sign
1489,"because the car is parked, and a truck is stopped in the road ahead.",ego car driving intention:vehicle longitudinal activity:park&interaction with other road users:lead vehicle:stop
1137,for the red light.,traffic conditions:traffic light:red light
1256,because there is a stopped garbage truck and traffic cops slowing things down.,interaction with other road users:traffic:decelerating
2109,because there is no nearby traffic.,road condition:availability:clear road
1791,because traffic is moving at a steady speed.,interaction with other road users:traffic:moving forward:normally
755,Traffic ahead of the car is beginning to move through the intersection ahead,interaction with other road users:traffic:moving forward:normally
1328,because there is no traffic or stoplights.,road condition:availability:clear road
696,The car has bypassed the slow moving vehicle and is proceeding down the roadway.,ego car driving intention:vehicle longitudinal activity:passing
1942,to maneuver around a slower vehicle in front of it.,ego car driving intention:vehicle longitudinal activity:passing
813,because the light is red.,traffic conditions:traffic light:red light
1842,as it passes over a speed bump.,road condition:speed regulations:speed bump
375,since the road bends again,unclassified
592,since the traffic is too much.,interaction with other road users:traffic:heavy
